Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2000-01-31,51.988000000000014,52.617,50.90499999999999,51.597500000000004,4283580.45,0.0254,1.0,16.4350782078654,16.633914350084503,16.092880801966697,16.311719163861902,6729504.886950001
2000-02-29,46.3055,46.736000000000004,45.1915,45.87350000000001,4102348.7,0.0,1.0,14.77584462048325,14.913214935221802,14.420373004644599,14.637995663533252,6444789.807700001
2000-03-31,43.05782608695651,44.07478260869564,42.43347826086958,43.426086956521736,5288107.782608695,0.0,1.0,13.739528737550959,14.064034283350088,13.540302588013699,13.857038868928216,8307617.326478261
2000-04-30,52.6921052631579,53.64315789473684,51.629999999999995,52.88263157894736,5981687.894736842,0.02673684210526316,1.0,16.82234774364758,17.12582370028595,16.4832796408031,16.883104744736155,9397231.68263158
2000-05-31,52.4409090909091,52.99863636363636,51.60136363636365,52.14363636363637,3647913.9545454546,0.0,1.0,16.88888536423787,17.068504522961323,16.61850509841709,16.79314703513832,5730872.822590909
2000-06-30,46.51818181818181,47.31727272727273,45.785,46.44818181818182,3822134.1818181816,0.0805,1.0,15.032204195048045,15.291276222634231,14.796001001440954,15.010595422413452,6004572.799636363
2000-07-31,46.61999999999998,47.30100000000001,46.1385,46.795500000000004,3500378.8,0.0254,1.0,15.680057207366952,15.908836155499353,15.518093763192898,15.738903279686602,5499095.0948
2000-08-31,29.619999999999994,30.003478260869556,28.978695652173908,29.511739130434787,7710001.130434782,0.23478260869565218,1.0248260869565216,17.49257142982074,17.73124746398409,17.10410588460396,17.42670513268813,7870191.804086957
2000-09-30,25.514,26.140499999999996,25.02,25.500999999999998,9187050.0,0.0,1.0,16.090874406879756,16.48598818033395,15.779324200836001,16.082675717247003,9187050.0
2000-10-31,25.290909090909096,25.902727272727272,24.927272727272726,25.34045454545454,4976181.818181818,0.013636363636363636,1.0,15.966952927677045,16.353557004337958,15.73729442272541,15.998504739330134,4976181.818181818
2000-11-30,24.87142857142857,25.469047619047622,24.56428571428571,24.874761904761904,4565690.476190476,0.0,1.0,15.863198002718475,16.244364257618145,15.667299807969284,15.865324029638188,4565690.476190476
2000-12-31,23.3785,24.119,23.0655,23.6545,5839565.0,0.0,1.0,14.910996103077997,15.383292983302496,14.711362175312598,15.08703113203405,5839565.0
2001-01-31,26.713809523809523,27.329047619047618,26.20380952380952,26.88095238095238,6009133.333333333,0.014285714285714285,1.0,17.074781694815186,17.467771262687094,16.749040744772003,17.181588514550477,6009133.333333333
2001-02-28,28.018947368421053,28.450526315789478,27.643157894736845,27.948947368421056,4766173.684210527,0.0,1.0,18.062182813188056,18.34039661412758,17.819933235296947,18.017057891816208,4766173.684210527
2001-03-31,28.65727272727273,29.27772727272727,28.279090909090904,28.781818181818185,5955918.181818182,0.0,1.0,18.473673979300454,18.873644873278593,18.22988219630427,18.553961177066085,5955918.181818182
2001-04-30,28.889999999999997,29.470000000000006,28.558,29.086500000000008,5685585.0,0.015,1.0,18.6332938764706,19.0074058463507,18.419174418928154,18.760041418630102,5685585.0
2001-05-31,27.168636363636367,27.530454545454553,26.72954545454546,27.161363636363635,6635763.636363637,0.0,1.0,17.69226653575609,17.927883208765767,17.406329719012955,17.687530522228226,6635763.636363637
2001-06-30,24.58476190476191,24.950952380952383,24.29619047619048,24.63714285714285,5643314.285714285,0.0,1.0,16.009642681931478,16.248106601169095,15.821724430880714,16.043753255554474,5643314.285714285
2001-07-31,25.162380952380957,25.47,24.92571428571428,25.21142857142857,4020266.6666666665,0.0,1.0,16.385789280156953,16.586111376161615,16.231671506605235,16.417729180913096,4020266.6666666665
2001-08-31,22.49913043478261,22.743913043478255,22.136086956521734,22.35347826086956,5704534.782608695,0.013043478260869565,1.0,14.827082567942302,14.98839600007013,14.587834404839782,14.731096777955042,5704534.782608695
2001-09-30,17.530666666666665,17.884,17.037333333333333,17.424,8622233.333333334,0.0,1.0,11.552830581216664,11.785679691653534,11.227720502493693,11.482536510141466,8622233.333333334
2001-10-31,17.24695652173913,17.395652173913042,16.807826086956517,17.10391304347826,5492873.9130434785,0.006521739130434782,1.0,11.370180249279436,11.468225268517653,11.080725988353784,11.275894863159952,5492873.9130434785
2001-11-30,17.109523809523807,17.34047619047619,16.839523809523808,17.111904761904764,5277247.619047619,0.0,1.0,11.380671109947855,11.534292748921477,11.20107632788995,11.38225483818471,5277247.619047619
2001-12-31,16.323,16.469,15.997500000000002,16.1455,7216975.0,0.0,1.0,10.857502324189445,10.9546165396726,10.640990836930612,10.739435384132905,7216975.0
2002-01-31,15.491904761904761,15.641428571428573,15.123333333333335,15.370476190476191,16411819.047619049,0.004761904761904762,1.0,10.317408552350708,10.416965537187703,10.071906698878044,10.236566902630287,16411819.047619049
2002-02-28,14.697894736842105,14.908947368421051,14.440526315789475,14.658947368421051,9508189.47368421,0.0,1.0,9.841455034654622,9.982772211081478,9.669125610034357,9.815376553219242,9508189.47368421
2002-03-31,16.616500000000002,16.819000000000003,16.314,16.5815,10180555.0,0.0,1.0,11.126119795471748,11.2617102783402,10.923571049458406,11.102684403371049,10180555.0
2002-04-30,15.740909090909092,15.942272727272728,15.466818181818182,15.675454545454546,7253840.909090909,0.0,1.0,10.539839330489908,10.67466892400441,10.356312818324598,10.496012103704073,7253840.909090909
2002-05-31,16.75409090909091,16.986363636363635,16.571818181818184,16.78954545454545,8230690.909090909,0.004545454545454546,1.0,11.286903408667454,11.443381002791728,11.164109836761591,11.310788442604137,8230690.909090909
2002-06-30,16.405499999999996,16.661,16.1425,16.3785,7490865.0,0.0,1.0,11.05206453012745,11.224189883664097,10.8748865732579,11.033875158129248,7490865.0
2002-07-31,13.701363636363634,14.132727272727276,13.217272727272727,13.513636363636367,10694200.0,0.004545454545454546,1.0,9.233359733483693,9.524004173102073,8.907184867999232,9.106934734359795,10694200.0
2002-08-31,12.025454545454545,12.19272727272727,11.674545454545454,11.901363636363634,9134268.181818182,0.0,1.0,8.16145694399284,8.274981896948292,7.9233013361623845,8.077238704436219,9134268.181818182
2002-09-30,10.4645,10.6215,10.107,10.342500000000001,11787010.0,0.0,1.0,7.102065528383305,7.20861856846704,6.859436790613019,7.01926635073864,11787010.0
2002-10-31,8.726086956521739,8.938695652173912,8.331956521739128,8.603913043478261,17385152.173913043,0.004347826086956522,1.0,5.928176393001937,6.07255064539257,5.660575102353818,5.845234652231313,17385152.173913043
2002-11-30,9.222,9.54695,9.087,9.34,11803360.0,0.0,1.0,6.3331359938849605,6.556292851531126,6.240425805295235,6.414171566133748,11803360.0
2002-12-31,9.910476190476192,10.075714285714284,9.689523809523811,9.826190476190476,8892295.238095239,0.0,1.0,6.805941604689301,6.919417567442852,6.654204294263777,6.748059053083006,8892295.238095239
2003-01-31,9.943809523809524,10.117619047619044,9.773333333333332,9.94047619047619,8645776.19047619,0.004761904761904762,1.0,6.838486892365255,6.957998969896771,6.721218680949262,6.83612461642833,8645776.19047619
2003-02-28,8.723684210526315,8.808421052631578,8.53157894736842,8.670526315789475,7268905.263157895,0.0,1.0,6.054722624770342,6.113534711804309,5.921390874662289,6.017828085699346,7268905.263157895
2003-03-31,7.474761904761906,7.601428571428571,7.261428571428571,7.430476190476192,16131100.0,0.0,1.0,5.187900997714247,5.27581471787682,5.039835784808848,5.157164245928081,16131100.0
2003-04-30,8.874761904761906,9.128523809523811,8.752857142857144,8.986190476190476,15525928.57142857,0.004761904761904762,1.0,6.162867940658928,6.339040964882964,6.078195072287146,6.240221618006162,15525928.57142857
2003-05-31,9.94,10.101809523809525,9.827142857142857,9.973809523809525,10609723.80952381,0.0,1.0,6.965893256663259,7.079288414688271,6.8868036379112665,6.9895867711417115,10609723.80952381
2003-06-30,11.088571428571427,11.273333333333335,10.912380952380952,11.09809523809524,11649971.42857143,0.0,1.0,7.770805325987381,7.900285376940027,7.647332081522238,7.777479555417934,11649971.42857143
2003-07-31,10.975909090909093,11.08409090909091,10.799545454545456,10.95318181818182,9019818.181818182,0.004545454545454546,1.0,7.698288883192174,7.774227684542054,7.574640450886654,7.682418574004623,9019818.181818182
2003-08-31,10.954809523809523,11.140952380952381,10.836666666666664,11.003809523809522,7328514.285714285,0.0,1.0,7.749150898270413,7.880823574595827,7.665579675460652,7.783812239774342,7328514.285714285
2003-09-30,11.513809523809524,11.647142857142857,11.341904761904763,11.502857142857144,8853919.047619049,0.0,1.0,8.14457314114176,8.238889716662657,8.022972127702317,8.136825708152545,8853919.047619049
2003-10-31,11.82913043478261,12.01695652173913,11.662608695652175,11.88304347826087,10559891.304347826,0.004347826086956522,1.0,8.376758127836887,8.509708077795821,8.258853583473751,8.414842870055912,10559891.304347826
2003-11-30,12.522631578947367,12.693684210526317,12.412105263157892,12.585263157894737,11569110.52631579,0.0,1.0,8.929452538070736,9.051424213558194,8.850640070832705,8.974112936172316,11569110.52631579
2003-12-31,14.417272727272724,14.701818181818181,14.291818181818183,14.534545454545453,12738781.818181818,0.0,1.0,10.280455169106244,10.483354624805301,10.190997901098513,10.364078267461478,12738781.818181818
2004-01-31,16.157999999999998,16.330499999999997,15.920999999999998,16.134,12746490.0,0.005,1.0,11.53214456336005,11.6552856108207,11.362857489059948,11.514882253099803,12746490.0
2004-02-29,14.12215789473684,14.287473684210525,13.918684210526315,14.122105263157891,11885694.736842105,0.0,1.0,10.134653326655474,10.253290876824769,9.988632069426842,10.13461555602501,11885694.736842105
2004-03-31,13.425217391304349,13.59695652173913,13.249565217391305,13.401739130434782,9476547.826086957,0.0,1.0,9.634499565152366,9.75774677443516,9.508444191607362,9.617650579579495,9476547.826086957
2004-04-30,14.325714285714287,14.543047619047613,14.118571428571432,14.30857142857143,12754361.904761905,0.004761904761904762,1.0,10.291087383904388,10.447154120322075,10.142201476742365,10.278624004174171,12754361.904761905
2004-05-31,14.599499999999997,14.810999999999998,14.364500000000001,14.609000000000004,11531085.0,0.0,1.0,10.544808988722952,10.697569501145598,10.37507508603115,10.551670572023252,11531085.0
2004-06-30,15.53142857142857,15.719523809523812,15.334285714285713,15.53142857142857,9805480.952380951,0.0,1.0,11.217914833227715,11.35377074318376,11.07552408203333,11.217914833227763,9805480.952380951
2004-07-31,14.939047619047615,15.084285714285716,14.675714285714285,14.905238095238095,8815423.80952381,0.004761904761904762,1.0,10.800191732292141,10.90519502220219,10.609853075083342,10.775792440618048,8815423.80952381
2004-08-31,14.166363636363638,14.31772727272727,13.990000000000002,14.16818181818182,6994531.818181818,0.0,1.0,10.299326639445953,10.409372066222998,10.171105541579498,10.300648506434182,6994531.818181818
2004-09-30,14.05,14.17285714285714,13.928638095238098,14.054761904761907,7670171.428571428,0.0,1.0,10.214727152193761,10.304047592975667,10.126493789644863,10.218189184782238,7670171.428571428
